169.40034558198033,125.02200859050613,120.67790659558324,112.35870164664027,114.39355455506853,3
151.63957082396516,120.70209453466515,131.7323444312226,112.52280306552693,98.48782902419184,3
154.29348237265825,120.05414502861872,131.99202110260944,105.55523079008617,123.58069440989965,3
135.35392446968294,172.464015116871,162.4119444654519,129.01880617854903,116.029851565125,3
152.57289322082983,122.62779435817463,129.12941453974796,83.56319992379136,96.62423883406109,3
142.1071474259692,151.446111236179,168.52264303458713,137.13621595470562,127.4816340101943,3
143.16723499200396,174.06920875633014,137.6461764215863,108.28403741306857,107.8883443802368,3
148.5200737223169,144.89654566263988,151.2528742298922,101.80641196811983,78.08294902735153,3
144.53932060745592,159.7041426531749,158.5945603437622,102.99524896214164,112.08172729729736,3
139.3575675850713,161.74970670394842,166.15493980886052,125.38606751337637,102.1771129157646,3
145.19603976929793,145.23687160916654,137.90693701641675,77.38511679962515,122.68637665812238,3
151.04733235282222,140.0241428461883,147.18481330940432,74.19315698854605,85.10870982763406,3
141.89497305603993,163.66442855080737,150.1485600773314,92.19499713215026,105.80124229370546,3
150.2296366351982,121.99916114638715,153.74598656207294,123.96558910402638,113.62285806982067,3
138.6296569547557,174.01567438783,141.89239965586998,137.57149051809162,134.8186752888083,3
149.71715597687734,164.23849448917758,144.08396241116316,111.84979428328104,120.77463273825751,3
160.55858161543114,159.2471134704918,127.60430599134911,113.59273139586108,119.93443365787905,3
149.4020340660817,163.0364909680368,169.20577677970263,127.86551035672194,105.65850026829366,3
162.9582793843001,129.89361263276334,145.62460734195548,106.66302634756406,78.94848590947112,3
164.29067277446518,139.9558265814377,120.4841246710443,70.49711579936107,89.63661391835066,3
138.43015169405413,165.85909222179217,142.77265547426623,106.08349948297743,129.68147313605195,3
136.43098915969816,160.71755052466085,136.02094172758424,114.04450733015045,123.18519040953738,3
152.22212347272915,135.91346502008628,156.78124098624198,124.62902584826301,72.47012144475887,3
140.57586099603515,159.811454655737,161.3992740671458,135.92132160727044,133.2825008075892,3
153.92802898251256,151.50196343435118,130.040055330492,101.02407158584347,89.72181538386802,3
151.00997282233766,127.66371782939304,156.7295634670175,75.59920256222453,97.82768492542124,3
145.9732490831417,121.44075273165706,127.00887088423309,117.67236949783,85.53633091873647,3
143.7243343948379,160.91535474421914,155.3031092134309,115.83491926131339,126.55716888150639,3
